	k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__T5likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Inoviridae|g__Inovirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polyomaviridae|g__Polyomavirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Retroviridae_noname	label
G78835	0.0	0.0	0.0	0.0	0.10415	0.0	0.0	5.53103	0.0	0.0	2.6218	0.0	0.05119	0.08137	0.00801	0.0	0.0771	0.52271	2.03234	0.07849	0.09802000000000001	0.01511	0.0	0.0	0.0	0.6240600000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78740	0.0	0.00065	0.0	0.0	0.55576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00868	0.50762	0.13782	0.08395	0.1426	0.39473	2.39834	0.6803600000000001	0.22132	0.0	0.0	0.0	0.0	0.0	0.0	0.07806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78741	0.0	0.0	0.0	0.0	3.97915	0.0	0.0	0.0	0.0	0.25513	0.0	0.0	0.0	0.00288	0.10255	0.09523	0.08551	0.9260799999999999	0.18775	0.85235	0.1196	0.0	0.0	0.0	0.0	0.0	0.0	0.07378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80271	0.0	0.0	0.0	0.0	0.50251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51379	0.0	0.0	0.0	0.17475	0.0	0.27798	0.04868	0.0	0.0	0.0	0.0	0.0	0.0	0.04869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10947	0
G69182	0.0	0.0	0.0	0.0	0.12403	0.0	0.0	0.0	0.0	1.40723	0.0	0.0	0.0	0.20429	0.02707	0.02648	0.19560999999999998	0.43485	2.2805400000000002	0.03558	0.0	0.013280000000000002	0.0	0.0	0.0	0.00938	0.0	0.26329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78553	0.0	0.0	0.0	0.0	0.9622299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04415	0.25182	0.0	4.02709	1.9688599999999998	0.0	2.3852900000000004	0.08488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80290	0.0	0.0	0.0	0.0	0.04116	0.0	0.0	0.0	0.0	1.20454	0.0	0.0	0.0	0.28697	0.0086	0.0262	0.16963	0.36333000000000004	6.02754	0.040760000000000005	0.01585	0.03472	0.0	0.0	0.0	0.00613	0.0	0.29786999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78572	0.0	0.0	0.0	0.0	0.70805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5604100000000001	0.9226200000000001	0.0	0.8268700000000001	0.33989	0.0	0.7125100000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69199	0.0	0.037360000000000004	0.0	0.0	2.7278700000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04873	0.33701	0.0	0.19933	0.91961	0.0	0.42482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11497	0.0	0.0	0.0	0.13618	0.62102	0.1447	0.09386	0.01193	0.0	0.20556	0.0	0.0	0.0	0.0	0.0	0.46248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69157	0.0	0.10590999999999999	0.0	0.0	2.17422	0.0	0.0	0.29574	0.0	0.16704000000000002	0.0	0.00366	0.0	0.20776	0.03244	0.016819999999999998	0.06992000000000001	0.058620000000000005	0.08653999999999999	0.14157999999999998	0.0	0.0	0.0	0.0	0.0	0.022580000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78841	0.0	0.02572	0.0	0.0	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01407	0.0	0.0	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0129	0.0	0.0	0.0	0.0	0
G78783	0.0	0.05019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78784	0.0	0.11445999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69204	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.91235	0.0	0.0	0.00206	0.40876	0.06636	0.014480000000000002	0.15585	0.14574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26486	0.0	0.0	0.0	0.0	0.23219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80293	0.0	0.0	0.0	0.0	0.00576	0.0	0.0	1.70502	0.0	0.8220299999999999	0.0	0.0	0.0018399999999999998	0.2881	0.07234	0.18912	0.17515	0.19935999999999998	1.53931	0.0	0.029960000000000004	0.02765	0.0	0.0	0.0	0.26099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80624	0.0	0.018330000000000003	0.0	0.0	0.035660000000000004	0.0	0.0	0.26882	0.0	0.0	0.0	0.0	0.0	0.06663999999999999	0.0015400000000000001	0.0012	0.04292	0.01378	0.0	0.02077	0.0	0.0	0.0	0.0	0.0	0.00298	0.0	0.007259999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80584	0.0	0.0	0.0	0.0	0.04587	0.0	0.0	0.0	0.0	0.00897	0.0	0.0	0.0	0.11822	0.2455	0.0	0.0	0.04648	2.63405	0.04482	0.0	0.0	0.0	0.0	0.0	4.62004	0.0	0.49213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78833	0.0	0.0	0.0	0.0	0.29798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24586	0.00231	0.00868	0.0	0.0	0.17104	4.81665	0.0	0.07097	0.30629	0.0	0.0	0.29131	1.33162	0.0	2.17128	0.0	0.0	0.00359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78609	0.0	0.0	0.0	0.0	0.03253	0.0	0.0	0.0	0.0	0.0	1.252	0.0	0.0	0.05156	0.01259	0.0	0.0	0.25499	0.86918	0.06055	0.013330000000000002	0.0	0.0	0.0	0.33945	0.0	0.9123600000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78581	0.0	0.0	0.0	0.0	0.083	0.0	0.0	0.0	0.38166	2.21276	1.58515	0.0	0.0	0.0418	0.023809999999999998	0.0	0.29994	0.31651	0.38639	0.0599	0.0	0.013890000000000001	0.0	0.0	0.47121	0.0	0.0	0.17549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78610	0.0	0.0	0.0	0.0	0.06536	0.0	0.0	0.0	0.0	0.0	2.32249	0.0	0.0	0.30134	0.23451999999999998	0.0	0.0	0.01013	1.8922599999999998	0.05609	0.09162000000000001	0.0	0.0	0.0	3.2119400000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78804	0.0	0.0	0.0	0.0	0.11285	0.0	0.0	3.70129	0.0	0.0	0.0	0.0	0.0	0.025939999999999998	0.02922	0.0	0.0	0.1054	0.0	0.02178	0.0	0.03721	0.0	0.0	0.0	0.42011000000000004	0.0	0.0	0.0	0.0	0.01265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80424	0.0	0.0	0.0	0.0	0.05507000000000001	0.0	0.0	1.3784399999999999	0.0	0.0	0.0	0.0	0.0047	0.0768	0.033	0.0	0.02837	0.07376	0.0	0.153	0.02827	0.0	0.0	0.0	0.0	0.40102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78580	0.0	0.0	0.0	0.0	0.46333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15774000000000002	0.11379	0.87797	0.0	0.05724	1.3751200000000001	0.0	0.0	0.06212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01162	0.0	0.022340000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63376	1
G80485	0.0	0.0	0.0	0.0	0.08576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57308	0.88821	0.07468999999999999	0.0	0.0078	6.215330000000001	0.0	0.0	0.16939	0.0	0.0	0.0	0.0	0.02658	20.49794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78550	0.0	0.0	0.0	0.0	1.7095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07153	0.9782799999999999	0.0	0.34129	2.83926	0.02164	0.16179000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78495	0.0	0.0	0.0	0.0	0.0159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.349	0.012459999999999999	0.0	0.08106000000000001	0.66478	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.0	0.02611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69164	0.0	0.0	0.0	0.0	0.15455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07297999999999999	0.74775	0.0	1.96138	0.36879	0.10543	0.04143	0.0	0.0	0.0	0.0	0.0	0.0	0.07994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80571	0.0	0.00228	0.0	0.0	0.0	0.20171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038560000000000004	0.0035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80298	0.0	0.0	0.0	0.0	0.6857800000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030739999999999996	0.05205	0.05981	0.0	0.45178999999999997	0.61766	0.71143	0.15709	0.0355	0.0	0.0	0.0	0.0	0.0	0.01964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78676	0.0	0.0	0.0	0.0	0.09826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16877999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78876	0.0	0.00116	0.0	0.0	0.15547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0223	0.00805	1.15157	0.0	0.0082	0.25682	0.0	0.46182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36449000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.06481	0.0	0.0	0.0	0.0	0
G80612	0.0	0.0	0.0	0.0	0.1649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24869000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78623	0.0	0.0	0.0	0.0	0.09665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0061200000000000004	0.0	0.00746	0.617	0.18683	0.36198	0.00337	0.06269	0.03951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80360	0.0	0.0	0.0	0.0	0.01256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0167	0.07658	0.0082	0.2611	0.0005099999999999999	0.00313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80563	0.0	0.0053	0.0	0.0	0.20196	0.0	0.2226	0.0	0.0	0.0	0.0	0.0	0.00278	0.01383	0.09333999999999999	0.0	0.0	3.10316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9770900000000002	0.0	0.0	0.0	0.07864	0.02085	0.0	0.0	1.30455	0.95867	0.05975	0.0	0.017419999999999998	0.0	0.0	0.0	0.67292	0.0	0.321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78837	0.0	0.0	0.0	0.0	0.17752	0.0	0.04097	0.0	0.0	0.0	0.0	0.0	0.00403	0.0	0.15037	0.0	0.0	0.43698000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07672000000000001	0
G78836	0.0	0.0	0.0	0.0	0.037689999999999994	0.0	0.07862999999999999	0.0	0.0	0.0	0.0	0.0	0.010320000000000001	0.01763	0.9991	0.0	0.05853	1.8080200000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80370	0.0	0.0	0.0	0.0	0.1969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12037	0.40893	0.0	0.54459	1.79771	0.24158000000000002	0.030310000000000004	0.00556	0.0	0.0	0.0	0.0	0.0	0.0	0.01735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78766	0.0	0.0	0.0	0.0	0.6221300000000001	0.0	0.0	0.015969999999999998	0.0	0.0	0.0	0.17196	0.0	0.0	0.12758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78552	0.0	0.0	0.0	0.0	0.55372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025399999999999997	0.08065	0.9325600000000001	0.0	0.7045600000000001	0.42046000000000006	1.19613	0.05355	0.03083	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78883	0.0	0.0	0.0	0.0	0.12427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004370000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78551	0.0	0.0	0.0	0.0	0.61317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017269999999999997	1.0412700000000001	0.0	0.0	1.1156700000000002	0.33308000000000004	0.0	0.08351	0.0	0.0	0.0	0.0	0.0	0.0	0.16176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78881	0.0	0.0	0.0	0.0	0.3553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78882	0.0	0.0	0.0	0.0	0.42588000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80291	0.0	0.0	0.0	0.0	1.53788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0138	0.09086	0.19952999999999999	0.0	0.38543	0.6806	0.5584600000000001	0.14695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G69228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.30409	0.0	0.0	0.0	0.0	0.0029100000000000003	0.28328000000000003	0.10951	0.0	0.10964000000000002	0.0	0.0	0.0	0.0	0.0	0.0	1.2080899999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G69226	0.0	0.0	0.0	0.0	0.0	0.0	0.36266	0.0	0.0	0.0	2.4062799999999998	0.0	0.0	0.0	0.0	0.0	0.06723	0.0	0.13932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80609	0.0	0.0	0.0	0.0	0.02793	0.0	0.0	0.0	0.0	0.0	0.0	0.038239999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15709	0
G69218	0.0	0.0	0.0	0.0	0.1101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05773	0.02316	0.0	0.21706999999999999	0.78785	0.24014000000000002	0.14403	0.15227000000000002	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2881599999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23986	0
G69238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02682	0.0	0.0	0.0	0.0	0.0	0.0	0.04589	0.04625	0.0024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027300000000000002	0.0	0.08227999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26723	0
G80381	0.28799	0.0	0.0	0.0	0.003	0.0	0.44183999999999996	4.16172	0.0	0.67543	0.0	0.0	0.0	0.01099	0.06804	1.77414	0.41284	0.6482600000000001	0.8938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06195	0.16402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78708	0.0	0.0	0.0	0.0	0.0	0.0	0.01958	3.68475	0.0	0.6621	0.0	0.0	0.0	0.00124	0.01045	0.18395999999999998	1.16564	1.21316	0.10246	0.03467	0.01208	0.0	0.0	0.0	0.0	0.0	0.34641	0.2116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78776	0.0	0.0	0.0	0.0	0.05454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04698	0.0	0.0	0.0	0.0	0.0	0.0	0.23424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78633	0.0	0.0	0.0	0.0	0.15195999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0259	0.03945	0.0006900000000000001	0.0	0.0	8.23907	0.0	0.18144000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80448	0.0	0.0	0.0	0.0	0.04451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00028	0.0071	0.01342	0.0	0.06566	0.867	0.00027	0.00149	0.0	0.0012699999999999999	0.0	0.0	0.0	0.48623	0.0	0.20246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78597	0.0	0.0	0.0	0.0	0.0273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09576	0.0	0.41786	0.12244000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80400	0.0	0.0	0.0	0.0	0.027639999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01053	0.0	0.0096	0.41518999999999995	0.21128000000000002	1.2763799999999998	0.0	0.05321	0.05719	0.0	0.0	0.0	0.0	0.0	0.26929000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78896	0.0	0.0	0.0	0.0	0.09887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0169	0.0	0.0	0.0	0.00109	0.0	0.0	0.0	0.14751	1
G78596	0.0	0.0	0.0	0.0	0.63757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07246	0.0	0.7401300000000001	0.1711	0.0	0.07023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3204	0.0	0.0	0.0	0.0	1
G80524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
