	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera
G78565	10.22182	22.20228	1.81866	0.48495	1.4624700000000002	3.02041	4.04127	0.11631	2.4165099999999997	4.14776	0.20928000000000002	0.8720700000000001	0.0	0.0	0.42173999999999995	14.882970000000002	0.0	0.0	0.0	21.41456	0.28596	1.54159	0.0	4.7691099999999995	0.0	0.0	0.00229	0.0	0.00059	0.0	2.47474	0.01899	0.0	0.025889999999999996	0.0	0.0129	0.0	0.0	0.5264300000000001	0.13929
G80265	0.033710000000000004	0.0	0.07787999999999999	26.278470000000002	5.408919999999999	0.0	0.058879999999999995	0.0	0.0	0.0	0.0	0.0	12.89842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.27606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80287	18.6336	24.55629	2.58892	0.08997000000000001	0.16965	2.74628	0.7373	0.59853	0.0144	0.89289	0.43518999999999997	0.34817	1.8148400000000002	0.0	0.04245	1.26783	0.07689	7.46842	0.0213	2.24511	0.0692	0.21126999999999999	3.4284800000000004	8.98407	7.7094	0.00713	0.01107	0.04729	0.21794000000000002	0.0	9.60056	1.01147	0.0	0.08855	0.0	0.33374000000000004	0.00829	0.0	0.0	0.0
G80334	57.29877	8.98437	0.18275	0.15142	0.07606	1.17594	1.3034	0.12747	0.14955	4.4810300000000005	0.40295	0.37339	1.4069	0.0	0.15642999999999999	3.0905299999999998	0.00359	4.10308	0.0	6.83563	0.049760000000000006	0.51571	0.0	0.75285	0.0	0.0	0.02575	0.0	0.046610000000000006	0.0	6.077000000000001	0.0	0.0	0.026680000000000002	0.0	0.0	0.0	0.03897	0.05486	0.03296
G78790	72.58205	3.95853	0.0448	0.9491299999999999	0.0	7.136660000000001	0.07902	0.02887	0.24794000000000002	4.18811	3.99335	0.09468	0.52353	0.0	0.03603	3.06988	0.00924	0.2314	0.09719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04635	0.0	0.0	0.10993	0.0	0.0	0.009559999999999999	0.0	0.0	0.0	0.0	0.0	0.99825	1.27041
G78743	48.02042	2.8833599999999997	0.42358999999999997	0.18035	0.0	0.37917	2.35785	0.01181	1.18907	1.71722	3.05851	0.28414	0.0	0.0	0.07284	17.66398	0.0	0.0	0.0	11.36642	0.058620000000000005	0.55401	0.1623	0.00646	5.02463	0.0	0.0	0.0	0.0	0.0	0.65533	0.14285	0.0009599999999999999	0.08436	0.0	0.0	0.0	0.0	2.42613	0.0
G80315	34.1547	14.55525	0.18131	0.23789000000000002	4.2562	4.97031	1.57212	0.0	0.12623	9.551739999999999	2.15374	0.8794	3.53075	1.93038	0.05	6.34795	0.1036	0.0	0.29768	2.29224	0.19749	0.50244	2.85805	6.48494	0.05058	0.32821999999999996	0.0	0.0	0.0	0.0	0.00079	0.10300999999999999	0.17087	0.0	1.0000799999999999	0.06523	0.0	0.0	0.0	0.0
G78772	0.0023	12.35928	26.14782	1.8246200000000001	0.24511	29.39195	0.0	1.2429299999999999	2.9695099999999996	0.00893	0.0	0.46751000000000004	11.403889999999999	0.13235999999999998	0.0	0.0	6.98342	0.0	3.58112	0.0	0.8992399999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2009299999999998	0.0	0.0	0.0	0.0	0.0	0.26164	0.0	0.0	0.10135	0.0	0.5042399999999999
G78770	1.11473	57.26868	7.57643	3.4205300000000003	1.62558	13.76167	0.07403	3.16761	0.07324	0.0	0.0	0.61963	0.06658	6.063969999999999	0.0	0.02647	0.70296	0.0	0.0	0.11682000000000001	3.4213199999999997	0.015619999999999998	0.0	0.00244	0.0	0.0	0.0	0.13902	0.0	0.09402	0.02661	0.00446	0.026739999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78875	0.017580000000000002	46.8437	19.80014	6.55512	0.01253	16.61585	0.0031899999999999997	0.08667000000000001	0.15156	0.0038	0.0	2.33427	1.25645	2.7804900000000004	0.0	0.00029	0.04092	0.0	0.0	0.0	0.11192	0.0	0.0	0.0	0.0	0.0	0.0054	0.0	0.0	0.3567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21656	0.0	0.0
G78493	0.00772	71.36066	0.89997	3.5036400000000003	0.66101	4.22783	0.08874	0.09295	5.08204	0.00978	0.0	0.04828	0.03372	0.00686	0.20247	9.250869999999999	0.0633	0.05967000000000001	0.13101	1.34655	0.08384	0.29561	1.81303	0.00205	0.0	0.01853	0.0018100000000000002	0.00389	0.11007	0.03655	0.01226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01653
G78738	2.4592	92.25559	0.04285	0.00435	0.039580000000000004	1.61253	0.0108	0.1386	0.0	0.00831	0.0	0.00717	0.0	1.89225	0.028939999999999997	0.31171	0.01108	0.0	0.06663	0.21894	0.0	0.7553300000000001	0.0	0.0	0.00662	0.06762	0.00526	0.0	0.0	0.00427	0.00182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78739	13.580779999999999	41.27052	3.93911	7.293019999999999	0.01665	0.9632799999999999	0.68276	0.43768	0.0	0.44098000000000004	0.0013599999999999999	0.04678	4.14792	0.09473	0.0161	0.37083	0.19677	0.0	0.18555	0.16523	0.17081	0.1088	0.0	0.0	23.11218	0.0	0.007790000000000001	0.00665	0.7745	0.0	0.0	0.35551	0.0	0.0352	0.0	0.0	0.0	0.0	0.0	0.0
G78749	0.0030600000000000002	83.02585	0.81118	9.64212	0.00121	1.67927	0.00491	0.20018	0.0	0.0	0.0	0.04314	0.00207	0.06298	0.18958	0.2543	0.07747000000000001	0.0	0.23443000000000003	0.0	0.04772	0.0	3.17296	0.0	0.0	0.0	0.0	0.0	0.029930000000000002	0.08514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03387
G78748	0.0	67.99314	3.12533	1.75742	0.0	11.29807	0.00793	8.490730000000001	0.0	0.0	0.0	0.0	1.21591	0.37783	0.0	0.0007099999999999999	0.30691999999999997	0.01377	0.90604	0.0	0.8274	0.0	0.14709	0.0	0.0	0.0	0.0	0.22585999999999998	0.0	0.9902299999999999	0.0	0.0	0.0	0.007670000000000001	0.45142	0.0	0.0	0.0	0.0	0.0
G80596	1.78837	0.47128000000000003	0.06548999999999999	0.086	0.0	0.01144	0.00642	0.00026000000000000003	0.0	0.01311	0.00278	0.00875	0.00484	0.0	0.00212	0.08455	0.0	0.0	0.00041	0.006490000000000001	0.00877	0.00079	0.013669999999999998	0.02963	0.0	0.0	0.0	0.00039	0.00335	0.0	0.0	0.00428	0.0	0.0	0.0	0.0	0.0	0.00013000000000000002	0.0	0.028360000000000003
G80528	21.65202	48.79492	13.764289999999999	7.3055	0.36979	0.11955999999999999	0.04626	0.00247	1.30766	0.0	0.0	0.0	0.0021899999999999997	0.67992	0.00324	0.0	0.0	3.0994200000000003	0.08816	0.0	0.0	0.0	1.13287	0.0	0.0	0.0	0.49486	0.030889999999999997	0.0	0.0467	0.0	0.0	0.0	0.0	0.11249	0.0	0.06661	0.0097	0.0	0.0
G80590	65.6203	0.11822	30.35865	0.04339	0.06903	0.05143	0.00403	0.0	0.03115	0.02712	0.07307999999999999	0.0046700000000000005	0.0235	0.0	0.0	0.62243	0.0	0.0	0.0	0.0	0.05508	0.0051	0.0	0.0	0.0	0.0	0.0	2.5298599999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010759999999999999	0.0	0.0	0.0	0.0
G80602	69.32984	5.3056	1.81555	5.48326	0.01409	1.92225	0.23156	0.02735	0.21475	3.5446199999999997	0.04835	0.030489999999999996	0.5135	0.0	0.0	0.0	0.00579	0.0	0.07096000000000001	0.0	0.027860000000000003	0.08984	0.22823000000000002	0.0	0.0	0.01601	0.0	0.059739999999999994	0.07237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	0.0	0.0
G80275	12.9119	1.1688	1.36166	0.00488	0.055779999999999996	0.13788	3.48201	0.0	0.03199	0.49418999999999996	4.83793	0.16328	0.0683	0.0	0.05655	3.5817699999999997	0.006940000000000001	2.91051	0.0	1.0949200000000001	0.0821	0.00173	0.059370000000000006	2.46385	39.22822	0.0	0.0	0.0	0.00389	0.0	0.68401	0.61988	0.0	0.02622	0.0	0.0	0.0	0.0	0.0	0.0
G80361	11.09073	1.02934	0.8497100000000001	0.12451	0.014769999999999998	2.63683	0.05467	0.0	1.1159700000000001	0.9722299999999999	0.04657	0.46331999999999995	0.007520000000000001	0.0	0.23292	4.52945	0.0	0.0	0.026739999999999996	1.19943	0.12405	0.39883	0.47866000000000003	0.55388	0.0	0.0	70.52618000000001	0.0	0.0	0.0	0.0	0.0	3.0049200000000003	0.0	0.2817	0.00072	0.0	0.0	0.0	0.0
G78831	29.951959999999996	22.96799	11.12738	0.50975	0.6614399999999999	0.54496	0.04189	0.0	1.23799	2.91397	0.0	1.36616	0.036719999999999996	0.2666	0.15680999999999998	11.036430000000001	0.00295	0.0	0.04002	2.00331	0.0	0.06919	0.5556300000000001	2.4058599999999997	0.0	0.0	0.0	0.32142	0.0	0.19827999999999998	0.01792	0.00207	7.64842	0.0	0.0	0.0	2.16561	0.0	0.0	0.0
G78802	0.11993	57.56123	2.6600599999999996	0.9967299999999999	0.0131	2.45305	1.6943	0.0	0.70418	6.8216	0.0	0.31024	0.0	0.0	0.20728000000000002	8.39075	0.22423	0.0	0.44915	13.62706	0.05051	2.1306	0.0	0.0	0.0	0.0	0.06655	0.0	0.29786999999999997	0.1283	0.0	0.0	0.0	0.0	0.0	0.05376	0.0	0.0	0.0	0.0
G78789	0.2467	43.57606	2.18024	0.44753000000000004	0.0194	3.8346199999999997	1.7644400000000002	0.0	0.0	4.92534	0.0	1.3528799999999999	0.0	0.0	0.00583	33.04079	0.0	0.0	0.0	7.38722	0.03586	0.35422	0.0	0.0	0.0072900000000000005	0.0	0.0017699999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.14985	0.0	0.0	0.0	0.0	0.0	0.00548
G78640	39.4896	24.09145	2.28946	0.02199	0.01813	1.27991	0.8711399999999999	0.11737	0.0091	0.2944	1.67772	0.39421999999999996	0.0	0.0	0.23183	2.013	0.0	18.888270000000002	0.09294	2.60635	0.0	0.9638700000000001	0.0	3.9619800000000005	0.06941	0.23643000000000003	0.0	0.0	0.01705	0.02235	0.01568	0.0	0.0	0.0577	0.0	0.01204	0.0	0.0	0.0	0.0
G78788	0.60695	40.20179	20.311429999999998	36.05784	0.31009000000000003	0.31663	0.01695	0.0	0.7487699999999999	0.6034	0.0	0.0	0.0	0.08261	0.0	0.02025	0.0	0.03728	0.0	0.05449	0.0	0.07186000000000001	0.0	0.0018899999999999998	0.0	0.00801	0.03117	0.0	0.0	0.02658	0.0008300000000000001	0.0	0.0067	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80389	38.849920000000004	1.22492	1.59172	0.14197	0.0	0.38376	3.6284	0.0	0.13105999999999998	4.062530000000001	4.273569999999999	0.26987	0.12174000000000001	0.0	0.34671	6.553380000000001	0.0	17.98351	0.0	3.48276	0.0	0.24578000000000003	0.0	2.66858	5.1748400000000006	0.01254	0.0	0.0	0.07082000000000001	0.0	0.9588899999999999	0.17622000000000002	0.0	0.06326	1.37742	0.02193	0.0	0.0	0.0	0.0
G80430	46.71312	6.0006699999999995	7.070460000000001	30.24639	0.0	6.1727099999999995	0.0	0.0	1.55865	0.11342	0.00748	0.01653	0.0	0.0	0.01026	0.0	0.01093	0.0	0.09871	0.03822	0.18466	0.41398999999999997	0.0	0.0	0.0	0.0	0.17645	0.61127	0.11268	0.07147	0.23016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10336
G80566	81.32967	8.653369999999999	0.01703	0.07466	0.46066	0.01731	0.0	0.0	0.0	0.00364	0.017419999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	9.41072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01432
G78617	27.0768	0.07239	3.74025	0.0315	0.029769999999999998	1.86822	1.7331599999999998	0.0	0.0	39.56315	0.04236	1.1167799999999999	2.60233	0.0	0.24043	14.695739999999999	0.16388	0.00873	0.48294	0.0191	0.06434	0.01407	1.2090100000000001	0.01143	0.01061	0.0037700000000000003	1.42814	0.29869	0.0	0.0	0.04021	0.0	0.0	0.09074	0.0	0.0	1.34744	0.0	0.0	0.0
G69183	0.0	1.9442	0.39141	0.03055	0.00884	2.79303	3.4642199999999996	0.054779999999999995	1.2491	6.2417300000000004	0.0	0.20531999999999997	8.00192	0.0	0.045630000000000004	11.4095	0.38092	0.0	0.58235	18.44279	0.02172	0.29254	0.0	1.3858700000000002	39.739329999999995	0.0	0.0	0.0	0.0	0.0	0.79392	2.12208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78577	0.01083	5.08024	9.402999999999999	0.31547	0.9389200000000001	1.3784399999999999	3.9975199999999997	0.23485999999999999	0.91946	2.24805	0.0	0.85265	0.5019899999999999	0.0	0.13018	7.94345	0.22998000000000002	0.0	0.34586999999999996	24.61125	0.09362999999999999	0.47091000000000005	0.0	5.19139	26.77733	0.0	0.08816	0.0	0.0669	0.0	0.5920000000000001	7.04042	0.0	0.062110000000000005	0.22055999999999998	0.0	0.0	0.00883	0.0	0.0
G80488	0.01826	0.01278	20.14413	15.952639999999999	0.06265	3.17115	0.22393000000000002	0.0	0.08448	0.0	0.0	0.8108	7.879160000000001	0.0	0.0	0.0	0.17565	29.93095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06552000000000001	19.19593	0.97496	1.11676	0.0	0.0	0.0	0.0075	0.0	0.0	0.01929	0.0	0.0	0.0
G80487	0.0535	0.01676	14.761510000000001	6.791930000000001	0.0030800000000000003	8.09118	0.10175	0.0	0.06421	0.0	0.00464	0.19952999999999999	11.35792	0.0	0.0	0.00028	0.0726	25.845010000000002	0.0	0.0	0.0	0.0	0.0	0.0	31.012629999999998	0.0	0.02201	1.33132	0.19000999999999998	0.00515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80536	13.356470000000002	26.61003	49.84613	0.03729	0.21628000000000003	0.14185	0.00517	0.03254	0.0	0.0	1.7507599999999999	0.0	0.12487999999999999	0.0	0.0	0.0	0.0	0.00225	0.0	0.0	0.04168	0.0	5.19361	0.0	0.31658000000000003	0.02431	0.07811	0.0	0.3212	0.58913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80531	41.235170000000004	42.329609999999995	0.40856	0.066	0.057460000000000004	1.39238	0.0	0.0	0.5402899999999999	0.0	0.10399000000000001	0.00055	0.00935	0.76645	0.0061	2.0323900000000004	0.03057	0.32424000000000003	0.1273	3.4975	0.0199	0.01726	0.59817	0.0	0.01994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04194	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80582	0.09576	1.18835	5.20254	16.38899	0.0	0.00078	0.01838	0.0	0.0	0.0	0.0	0.0	0.26338	0.0	0.0	0.0	0.0	0.01023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.99881	0.0	2.60814	0.0	0.0	0.0	0.0	0.0	0.0	0.00355	0.0	0.0	0.0
G78487	63.59913	0.6131	0.12575	0.01714	0.0	0.5150100000000001	3.70719	0.05632	0.1829	1.2462799999999998	0.08054	0.07148	1.0397100000000001	0.0	0.00881	0.95886	0.03007	0.0	0.0	1.8616599999999999	0.03481	0.20665999999999998	0.0	1.0859	12.7713	0.10825	0.009859999999999999	0.0	0.0	0.0	2.26799	2.40721	0.0	0.0835	5.79879	0.0	0.0	0.0	0.008159999999999999	0.0
G78683	17.17209	2.34558	0.01674	0.10935999999999998	0.06881	0.9827899999999999	6.803489999999999	0.0	1.43164	1.6398	0.02673	0.95268	0.34181999999999996	0.0	0.0	3.3126300000000004	0.00322	0.0	0.0	3.35489	0.03972	0.09031	0.27087	2.3319400000000003	0.0	0.0	55.15433	0.0	0.0	0.0	0.0	0.0	3.18281	0.0	0.0	0.0	0.29252	0.0	0.0	0.02363
G80501	2.67258	2.92809	0.0435	0.42636	0.02737	0.024669999999999997	0.0	0.0	0.01793	0.0	0.01905	0.0	0.0	0.05312000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.93703000000001	0.64068	0.0	0.0	0.0	0.0	11.87953	0.0	0.0	0.0	0.15605	0.0	0.0	0.0
G78611	7.36768	0.12585	0.0	0.01771	0.02982	0.20446	5.726369999999999	0.00119	0.02914	0.68737	11.000010000000001	0.39357	0.14121	0.0	0.0	3.7262699999999995	0.0	0.0005	0.0	1.2057799999999999	0.0	0.035289999999999995	0.05632	0.51998	6.4440800000000005	0.06521	55.36675	0.0	0.0	0.0	0.0	0.28796	0.46393	0.0	0.0	0.0	0.0	0.0	1.0498399999999999	0.0
G80427	79.64953	3.78976	0.03988	0.6614899999999999	0.00958	0.15425999999999998	0.7296	0.10178	0.07416	1.46076	2.56813	0.20772	0.73077	0.0	0.00359	2.6547099999999997	0.0	0.0	0.01082	2.4547	0.0	0.09287000000000001	0.06072999999999999	0.0	1.7038799999999998	0.0	0.0	0.0	0.12185	0.0	0.0	0.63837	1.1853799999999999	0.01457	0.0	0.0	0.0	0.0	0.0	0.0
G78656	54.72634	6.290030000000001	0.36465	0.10983	0.0093	1.20175	1.48161	0.25451999999999997	0.07982	1.1481	6.1842	0.48113	0.6529699999999999	0.0	0.01596	5.89811	0.0	0.00371	0.00436	0.0	0.0174	0.10103999999999999	0.09658	0.0	3.11081	0.0	0.0	0.015280000000000002	0.0	0.0	0.0	0.37276	15.26091	0.0	0.62717	0.0	0.0	0.0	0.0	0.0
G80468	39.55409	37.502320000000005	0.00805	1.54738	0.0	0.0	0.0	0.0	0.0	0.0	0.00674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13345	0.0	0.0	0.0	0.0	20.93819	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78525	7.3066699999999996	5.21559	0.08326	0.17651	0.0	0.03503	0.46555	0.06346	0.0	0.2667	0.34462	0.00557	0.0	0.0	0.0	1.3513700000000002	0.0	0.72036	0.06031	0.10993	0.0	0.12127	0.0287	0.59611	0.39036	0.0	0.26493	81.15523	0.0	0.0	0.0	0.023809999999999998	0.90725	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78524	34.178490000000004	29.763759999999998	0.23534000000000002	4.69992	0.01766	0.16816	0.17823	0.41328000000000004	0.17125	2.39302	2.06078	0.13022	0.41863999999999996	0.055310000000000005	0.01484	8.6253	0.20676999999999998	5.72123	0.28169	0.28793	0.0731	0.7086600000000001	0.0	4.77646	0.24119000000000002	0.0	0.02367	0.0	0.09291	0.01569	0.0	0.00286	3.7323199999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.03704
G80444	66.64457	5.84963	0.33116999999999996	0.49858	0.11598	0.68721	0.03477	0.16272999999999999	0.0	0.0	10.232389999999999	0.24714	0.42721000000000003	0.040760000000000005	0.20543000000000003	1.74177	0.049710000000000004	6.50312	0.0	0.08459	0.05602000000000001	0.0	0.0	0.0	0.39379000000000003	0.00329	0.0	0.02883	0.0	0.0	0.0	2.53343	3.00478	0.08665	0.0	0.0	0.0	0.0	0.0	0.0
G80274	16.49247	9.331560000000001	0.52999	0.35921	0.03952	4.57174	0.48477	0.06042	2.5276400000000003	25.51799	2.87858	1.23875	0.24716999999999997	0.0	0.69896	6.8465	0.0	4.85605	0.00812	1.6997400000000003	0.43568999999999997	0.21149	0.0	3.66382	0.0	0.0	13.20369	0.0	0.05822000000000001	0.033589999999999995	1.41065	1.6916200000000001	0.0	0.01257	0.08532999999999999	0.0	0.0324	0.01247	0.1346	0.0
G69209	0.18293	74.69592	0.0138	0.00507	0.00278	0.57282	0.0	11.087019999999999	0.0	0.01923	0.0	0.00898	0.0	0.0	0.00199	0.03965	1.01347	0.00101	1.13951	0.00514	0.0	0.08407	0.0	0.0	0.00268	0.01225	0.0	0.0	0.0	10.96	0.0	0.0	0.0	0.0	0.14852	0.0	0.0	0.0	0.0	0.0
G80417	0.26436	70.26207	0.15788	0.03773	0.0578	0.0	0.35161	0.8266100000000001	0.15588	0.00148	0.0	0.01718	0.0	0.04102	0.020130000000000002	0.32725	0.021580000000000002	0.0	0.15067	0.0	0.0	0.0	2.4697299999999998	0.34965999999999997	0.0059	11.536660000000001	0.00556	0.09608	0.0	10.6402	0.0	0.0	0.0	0.0	0.0	2.1952700000000003	0.0	0.0	0.0	0.0
G69210	0.07959	89.55123	7.891789999999999	1.16658	0.7390899999999999	0.035519999999999996	0.02502	0.0	0.0	0.0	0.0	0.0	0.0	0.03493	0.0	0.028810000000000002	0.0	0.0	0.0	0.013309999999999999	0.0	0.0	0.0	0.0	0.0039700000000000004	0.0	0.0	0.0	0.0	0.01725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78778	0.024990000000000002	83.1799	0.18554	0.0	5.56398	0.0	0.0	0.35743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1912	0.0	0.5665100000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.91988	0.0	0.0	0.0	0.0	0.0	0.05317	0.0	0.0	0.0	0.0
G80506	0.00063	0.00088	83.10514	1.46506	0.74755	11.4784	0.0	0.0	0.12598	0.0	0.0	2.95932	0.0	0.0011300000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00936	0.0	0.0	0.0	0.0	0.0
G80580	76.75273	0.14847	5.12332	3.37512	0.0	7.85947	0.011359999999999999	0.06419	0.12816	0.1689	3.80237	0.011000000000000001	0.2204	0.0	0.0	0.0	0.34215	0.00995	0.32703000000000004	0.35681	0.06917000000000001	0.0060799999999999995	0.0	0.0	0.0	0.0	0.07335	0.23423000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5989899999999999	0.21652	0.0
G80405	40.98505	1.23403	0.8319	0.0048	0.0054600000000000004	0.31503000000000003	2.93127	0.0	0.0	1.41583	11.93645	0.25806	0.8852700000000001	0.0	0.07557	4.62284	0.02362	4.027019999999999	0.0	2.81854	0.0	0.30186999999999997	0.16061	1.8594	11.04042	0.4364	0.0	0.0	0.0	0.0	0.0	0.43281000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.27598	0.0
G80410	25.86342	1.9131	0.07209	0.01151	0.1093	0.70129	6.88807	0.0	0.05577000000000001	8.669089999999999	3.12232	0.51074	0.0	0.0	0.14205	7.29943	0.0	0.00336	0.0	8.67603	0.04883	0.8605	0.24575999999999998	6.793810000000001	1.6373799999999998	0.0309	0.0	0.0862	0.00783	0.0	0.0	0.75112	0.0	0.06565	0.0	0.0	0.27657	0.0	0.127	0.0
