	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__T5likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Mastadenovirus
G78790	0.0	0.0	0.0	0.0	3.99335	0.0	0.04635	0.0	0.10993	0.0	0.0	0.52353	0.0	0.03603	7.136660000000001	0.0	0.0	0.09468	4.18811	0.0	3.06988	0.0	0.09719	0.0	0.0	0.0	0.9491299999999999	0.99825	0.0	0.0	0.0	0.0	0.2314	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78743	0.0	0.1623	0.0	0.0	3.05851	0.0	0.0	5.02463	0.0	0.0	0.0	0.0	11.36642	0.07284	0.37917	0.0	0.7381300000000001	0.28414	1.71722	0.14285	17.66398	0.00646	0.0	0.0	0.65533	0.0	0.18035	2.42613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80315	0.0	2.85805	0.0	0.0	2.15374	0.0	0.0	0.05058	0.0	1.93038	4.2562	3.53075	2.29224	0.05	4.97031	0.0	0.0	0.8794	9.551739999999999	0.10300999999999999	6.34795	6.48494	0.29768	0.0	0.00079	0.0	0.23789000000000002	0.0	1.0279	0.0	0.0	0.0	0.0	0.0	0.0	0.32821999999999996	1.0000799999999999	0.0	0.0	0.0
G78772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13235999999999998	0.24511	11.403889999999999	0.0	0.0	29.39195	0.0	0.0	0.46751000000000004	0.00893	0.0	0.0	0.0	3.58112	0.0	0.0	0.0	1.8246200000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26164	0.0	0.0	0.0
G78770	0.0	0.0	0.08822	0.0	0.0	0.0	0.0	0.0	0.09402	6.063969999999999	1.62558	0.06658	0.11682000000000001	0.0	13.76167	0.0	0.0	0.61963	0.0	0.00446	0.02647	0.00244	0.0	0.0	0.02661	0.0	3.4205300000000003	0.0	0.0	0.0	0.13902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78875	0.01184	0.0	0.0	0.0	0.0	0.0	0.0054	0.0	0.3567	2.7804900000000004	0.01253	1.25645	0.0	0.0	16.61585	0.0	0.0	2.33427	0.0038	0.0	0.00029	0.0	0.0	0.0	0.0	0.0	6.55512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9257799999999999	0.0	0.0	0.0	0.0	0.0
G78493	0.0	1.81303	0.0	0.0	0.0	0.0	0.0018100000000000002	0.0	0.03655	0.00686	0.66101	0.03372	1.34655	0.20247	4.22783	0.006220000000000001	0.05033	0.04828	0.00978	0.0	9.250869999999999	0.00205	0.13101	0.0	0.01226	0.0	3.5036400000000003	0.0	0.0	0.0	0.00389	0.0	0.05967000000000001	0.0	0.0	0.01853	0.0	0.0	0.0	0.0
G78738	0.0	0.0	0.0	0.0	0.0	0.0	0.00526	0.00662	0.00427	1.89225	0.039580000000000004	0.0	0.21894	0.028939999999999997	1.61253	0.0	0.02147	0.00717	0.00831	0.0	0.31171	0.0	0.06663	0.0	0.00182	0.0	0.00435	0.0	0.01938	0.0	0.0	0.0	0.0	0.0	0.0	0.06762	0.0	0.0	0.0	0.0
G78739	0.0	0.0	0.0	0.77613	0.0013599999999999999	0.0	0.007790000000000001	23.11218	0.0	0.09473	0.01665	4.14792	0.16523	0.0161	0.9632799999999999	0.0	0.0	0.04678	0.44098000000000004	0.35551	0.37083	0.0	0.18555	0.0	0.0	0.0	7.293019999999999	0.0	0.0	0.0	0.00665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78749	0.0	3.17296	0.0	0.0	0.0	0.0	0.0	0.0	0.08514	0.06298	0.00121	0.00207	0.0	0.18958	1.67927	0.0	0.0	0.04314	0.0	0.0	0.2543	0.0	0.23443000000000003	0.0	0.0	0.0	9.64212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78748	0.0	0.14709	0.0	0.0	0.0	0.0	0.0	0.0	0.9902299999999999	0.37783	0.0	1.21591	0.0	0.0	11.29807	0.0	0.0	0.0	0.0	0.0	0.0007099999999999999	0.0	0.90604	0.0	0.0	0.0	1.75742	0.0	0.0	0.0	0.22585999999999998	0.0	0.01377	0.0	0.0	0.0	0.45142	0.0	0.0	0.0
G80596	0.0	0.013669999999999998	0.0	0.0	0.00278	0.11646	0.0	0.0	0.0	0.0	0.0	0.00484	0.006490000000000001	0.00212	0.01144	0.0	0.0	0.00875	0.01311	0.00428	0.08455	0.02963	0.00041	0.0	0.0	0.0	0.086	0.0	0.0005	0.0	0.00039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.24136
G80528	0.0	1.13287	0.0	0.0	0.0	0.05661	0.49486	0.0	0.0467	0.67992	0.36979	0.0021899999999999997	0.0	0.00324	0.11955999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08816	0.0	0.0	0.0	7.3055	0.0	0.0	0.06661	0.030889999999999997	0.0	3.0994200000000003	0.0	0.0	0.0	0.11249	0.0	0.0	0.0
G80590	0.0	0.0	0.0	0.0	0.07307999999999999	0.01205	0.0	0.0	0.0	0.0	0.06903	0.0235	0.0	0.0	0.05143	0.0	0.0	0.0046700000000000005	0.02712	0.0	0.62243	0.0	0.0	0.0	0.0	0.0	0.04339	0.0	0.0	0.0	2.5298599999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25549
G80602	0.0	0.22823000000000002	0.0	0.0	0.04835	10.381839999999999	0.0	0.0	0.0	0.0	0.01409	0.5135	0.0	0.0	1.92225	0.0	0.0	0.030489999999999996	3.5446199999999997	0.0	0.0	0.0	0.07096000000000001	0.0	0.0	0.0	5.48326	0.0	0.02756	0.0	0.059739999999999994	0.0	0.0	0.0	0.0	0.01601	0.0	0.0	0.0	0.5260100000000001
G80275	0.0	0.059370000000000006	17.19505	4.38927	4.83793	0.0	0.0	39.22822	0.0	0.0	0.055779999999999996	0.0683	1.0949200000000001	0.05655	0.13788	0.0	0.08719	0.16328	0.49418999999999996	0.61988	3.5817699999999997	2.46385	0.0	0.0	0.68401	0.0	0.00488	0.0	0.0	0.0	0.0	0.0	2.91051	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80361	0.0	0.47866000000000003	0.0	0.0	0.04657	0.0	70.52618000000001	0.0	0.0	0.0	0.014769999999999998	0.007520000000000001	1.19943	0.23292	2.63683	0.0	0.0	0.46331999999999995	0.9722299999999999	0.0	4.52945	0.55388	0.026739999999999996	0.0	0.0	0.0291	0.12451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2817	0.0	0.0	0.0
G78831	0.0	0.5556300000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.19827999999999998	0.2666	0.6614399999999999	0.036719999999999996	2.00331	0.15680999999999998	0.54496	0.0	0.0	1.36616	2.91397	0.00207	11.036430000000001	2.4058599999999997	0.04002	0.0	0.01792	0.0	0.50975	0.0	0.0	2.16561	0.32142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78802	0.0	0.0	0.0	0.0	0.0	0.0	0.06655	0.0	0.1283	0.0	0.0131	0.0	13.62706	0.20728000000000002	2.45305	0.0	0.88003	0.31024	6.8216	0.0	8.39075	0.0	0.44915	0.0	0.0	0.0	0.9967299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78789	0.0	0.0	0.0	0.0	0.0	0.0	0.0017699999999999999	0.0072900000000000005	0.0	0.0	0.0194	0.0	7.38722	0.00583	3.8346199999999997	0.0	0.5702	1.3528799999999999	4.92534	0.0	33.04079	0.0	0.0	0.0	0.0	0.0	0.44753000000000004	0.0	0.014490000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78640	0.0	0.0	0.0	0.0	1.67772	0.0	0.0	0.06941	0.02235	0.0	0.01813	0.0	2.60635	0.23183	1.27991	0.0	0.19341	0.39421999999999996	0.2944	0.0	2.013	3.9619800000000005	0.09294	0.0	0.01568	0.0	0.02199	0.0	0.0	0.0	0.0	0.0	18.888270000000002	0.0	0.0	0.23643000000000003	0.0	0.0	0.0	0.0
G78788	0.0	0.0	0.0613	0.0	0.0	0.0	0.03117	0.0	0.02658	0.08261	0.31009000000000003	0.0	0.05449	0.0	0.31663	0.0	0.0	0.0	0.6034	0.0	0.02025	0.0018899999999999998	0.0	0.0	0.0008300000000000001	0.0	36.05784	0.0	0.00996	0.0	0.0	0.0	0.03728	0.0	0.0	0.00801	0.0	0.0	0.0	0.0
G80389	0.0	0.0	0.0	1.85933	4.273569999999999	0.0	0.0	5.1748400000000006	0.0	0.0	0.0	0.12174000000000001	3.48276	0.34671	0.38376	0.0	2.0321700000000003	0.26987	4.062530000000001	0.17622000000000002	6.553380000000001	2.66858	0.0	0.0	0.9588899999999999	0.0	0.14197	0.0	0.0	0.0	0.0	0.0	17.98351	0.0	0.0	0.01254	1.37742	0.0	0.0	0.0
G80430	0.0	0.0	0.0	0.0	0.00748	0.0	0.17645	0.0	0.07147	0.0	0.0	0.0	0.03822	0.01026	6.1727099999999995	0.0	0.0	0.01653	0.11342	0.0	0.0	0.0	0.09871	0.0	0.23016	0.0	30.24639	0.0	0.02935	0.0	0.61127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80566	0.0	0.0	0.0	0.0	0.017419999999999998	0.0	0.0	0.0	0.0	0.0	0.46066	0.0	0.0	0.0	0.01731	0.0	0.0	0.0	0.00364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07466	0.0	0.0	0.0	9.41072	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0
G78617	0.0	1.2090100000000001	0.0	0.0	0.04236	0.0	1.42814	0.01061	0.0	0.0	0.029769999999999998	2.60233	0.0191	0.24043	1.86822	0.0	0.0	1.1167799999999999	39.56315	0.0	14.695739999999999	0.01143	0.48294	0.0	0.04021	0.0	0.0315	0.0	0.0	1.34744	0.29869	0.0	0.00873	0.0	0.0	0.0037700000000000003	0.0	0.0	0.0	0.0
G69183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.739329999999995	0.0	0.0	0.00884	8.00192	18.44279	0.045630000000000004	2.79303	0.0	0.0	0.20531999999999997	6.2417300000000004	2.12208	11.4095	1.3858700000000002	0.58235	0.0	0.79392	0.0	0.03055	0.0	0.00949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78577	0.0	0.0	0.0	0.0	0.0	0.0	0.08816	26.77733	0.0	0.0	0.9389200000000001	0.5019899999999999	24.61125	0.13018	1.3784399999999999	0.0	0.0	0.85265	2.24805	7.04042	7.94345	5.19139	0.34586999999999996	0.0	0.5920000000000001	0.0	0.31547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22055999999999998	0.0	0.0	0.0
G80488	0.0	0.0	0.0	0.0	0.0	0.0	0.06552000000000001	0.0	1.11676	0.0	0.06265	7.879160000000001	0.0	0.0	3.17115	0.0	0.0	0.8108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.952639999999999	0.0	0.0	0.01929	19.19593	0.0	29.93095	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80487	0.0	0.0	0.0	0.0	0.00464	0.0	0.02201	31.012629999999998	0.00515	0.0	0.0030800000000000003	11.35792	0.0	0.0	8.09118	0.0	0.0	0.19952999999999999	0.0	0.0	0.00028	0.0	0.0	0.0	0.0	0.0	6.791930000000001	0.0	0.0	0.0	1.33132	0.0	25.845010000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80536	0.0028	5.19361	0.0	0.0	1.7507599999999999	0.00339	0.07811	0.31658000000000003	0.58913	0.0	0.21628000000000003	0.12487999999999999	0.0	0.0	0.14185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03729	0.0	1.2307299999999999	0.0	0.0	0.0	0.00225	0.0	0.0	0.02431	0.0	0.0	0.0	0.0
G80531	0.0	0.59817	0.0	0.0	0.10399000000000001	0.02409	0.0	0.01994	0.0	0.76645	0.057460000000000004	0.00935	3.4975	0.0061	1.39238	0.0	0.0	0.00055	0.0	0.0	2.0323900000000004	0.0	0.1273	0.0	0.0	6.28376	0.066	0.0	0.0	0.0	0.0	0.0	0.32424000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60814	0.0	0.0	0.26338	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.38899	0.0	17.03475	0.00355	56.99881	0.0	0.01023	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78487	0.0	0.0	0.0	0.0	0.08054	0.0	0.009859999999999999	12.7713	0.0	0.0	0.0	1.0397100000000001	1.8616599999999999	0.00881	0.5150100000000001	0.0	0.8454	0.07148	1.2462799999999998	2.40721	0.95886	1.0859	0.0	0.0	2.26799	0.0	0.01714	0.008159999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10825	5.79879	0.0	0.0	0.0
G78683	0.0	0.27087	0.0	0.0	0.02673	0.0	55.15433	0.0	0.0	0.0	0.06881	0.34181999999999996	3.35489	0.0	0.9827899999999999	0.0	0.0	0.95268	1.6398	0.0	3.3126300000000004	2.3319400000000003	0.0	0.0	0.0	0.0	0.10935999999999998	0.0	0.0	0.29252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80501	0.0	0.0	0.0	0.0	0.01905	0.0	80.93703000000001	0.0	0.0	0.05312000000000001	0.02737	0.0	0.0	0.0	0.024669999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42636	0.0	0.052629999999999996	0.15605	0.64068	0.019819999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78611	0.0	0.05632	4.1984	0.0	11.000010000000001	0.79723	55.36675	6.4440800000000005	0.0	0.0	0.02982	0.14121	1.2057799999999999	0.0	0.20446	0.0	0.0047799999999999995	0.39357	0.68737	0.28796	3.7262699999999995	0.51998	0.0	0.0	0.0	0.0	0.01771	1.0498399999999999	0.0	0.0	0.0	0.0	0.0005	0.0	0.0	0.06521	0.0	0.0	0.0	0.0
G80427	0.0	0.06072999999999999	0.0	0.6671199999999999	2.56813	0.0	0.0	1.7038799999999998	0.0	0.0	0.00958	0.73077	2.4547	0.00359	0.15425999999999998	0.0	0.0	0.20772	1.46076	0.63837	2.6547099999999997	0.0	0.01082	0.0	0.0	0.0	0.6614899999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78656	0.0	0.09658	0.0	1.43856	6.1842	0.0	0.0	3.11081	0.0	0.0	0.0093	0.6529699999999999	0.0	0.01596	1.20175	0.0	0.0	0.48113	1.1481	0.37276	5.89811	0.0	0.00436	0.0	0.0	0.0	0.10983	0.0	0.0	0.0	0.015280000000000002	0.0	0.00371	0.0	0.0	0.0	0.62717	0.0	0.0	0.0
G80468	0.0	0.0	0.0	0.0	0.00674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54738	0.0	0.0	0.0	0.13345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78525	0.0	0.0287	0.05342	0.02305	0.34462	0.03985	0.26493	0.39036	0.0	0.0	0.0	0.0	0.10993	0.0	0.03503	0.0	0.0	0.00557	0.2667	0.023809999999999998	1.3513700000000002	0.59611	0.06031	0.0	0.0	0.0	0.17651	0.0	0.0	0.0	81.15523	0.0	0.72036	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78524	0.0	0.0	0.01153	0.0	2.06078	0.01043	0.02367	0.24119000000000002	0.01569	0.055310000000000005	0.01766	0.41863999999999996	0.28793	0.01484	0.16816	0.0	0.0	0.13022	2.39302	0.00286	8.6253	4.77646	0.28169	0.0	0.0	0.0	4.69992	0.0	0.0	0.0	0.0	0.0	5.72123	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80444	0.0	0.0	0.0	0.0	10.232389999999999	0.0	0.0	0.39379000000000003	0.0	0.040760000000000005	0.11598	0.42721000000000003	0.08459	0.20543000000000003	0.68721	0.0	0.0	0.24714	0.0	2.53343	1.74177	0.0	0.0	0.0	0.0	0.0	0.49858	0.0	0.0	0.0	0.02883	0.0	6.50312	0.0	0.0	0.00329	0.0	0.0	0.0	0.0
G80274	0.0	0.0	0.0	0.0	2.87858	0.0	13.20369	0.0	0.033589999999999995	0.0	0.03952	0.24716999999999997	1.6997400000000003	0.69896	4.57174	0.008579999999999999	0.12137	1.23875	25.51799	1.6916200000000001	6.8465	3.66382	0.00812	0.0	1.41065	0.0	0.35921	0.1346	0.0	0.0324	0.0	0.0	4.85605	0.0	0.0	0.0	0.08532999999999999	0.0	0.0	0.0
G69209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00268	10.96	0.0	0.00278	0.0	0.00514	0.00199	0.57282	0.0	0.0	0.00898	0.01923	0.0	0.03965	0.0	1.13951	0.0	0.0	0.0	0.00507	0.0	0.0	0.0	0.0	0.0	0.00101	0.0	0.0	0.01225	0.14852	0.0	0.0	0.0
G80417	0.0	2.4697299999999998	0.0	0.0	0.0	0.0	0.00556	0.0059	10.6402	0.04102	0.0578	0.0	0.0	0.020130000000000002	0.0	0.0	0.0	0.01718	0.00148	0.0	0.32725	0.34965999999999997	0.15067	0.0	0.0	0.0	0.03773	0.0	0.0	0.0	0.09608	0.0	0.0	0.0	0.0	11.536660000000001	0.0	0.0	0.0	0.0
G69210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039700000000000004	0.01725	0.03493	0.7390899999999999	0.0	0.013309999999999999	0.0	0.035519999999999996	0.0	0.0	0.0	0.0	0.0	0.028810000000000002	0.0	0.0	0.0	0.0	0.07382000000000001	1.16658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.91988	0.0	5.56398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5665100000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011300000000000001	0.74755	0.0	0.0	0.0	11.4784	0.0	0.0	2.95932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00936	0.0	0.0	0.0
G80580	0.0	0.0	0.0	0.0	3.80237	0.0	0.07335	0.0	0.0	0.0	0.0	0.2204	0.35681	0.0	7.85947	0.0	0.0	0.011000000000000001	0.1689	0.0	0.0	0.0	0.32703000000000004	0.0	0.0	0.0	3.37512	0.21652	0.0	0.0	0.23423000000000002	0.0	0.00995	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80405	0.0	0.16061	1.9269999999999998	6.27367	11.93645	0.0	0.0	11.04042	0.0	0.0	0.0054600000000000004	0.8852700000000001	2.81854	0.07557	0.31503000000000003	0.0	0.36129	0.25806	1.41583	0.43281000000000003	4.62284	1.8594	0.0	1.61469	0.0	0.0	0.0048	0.27598	0.0	0.0	0.0	0.0	4.027019999999999	0.0	0.0	0.4364	0.0	0.0	0.0	0.0
G80410	0.0	0.24575999999999998	1.03752	0.75766	3.12232	0.0	0.0	1.6373799999999998	0.0	0.0	0.1093	0.0	8.67603	0.14205	0.70129	0.0	14.83663	0.51074	8.669089999999999	0.75112	7.29943	6.793810000000001	0.0	3.82418	0.0	0.0	0.01151	0.127	0.0	0.27657	0.0862	0.0	0.00336	0.0	0.0	0.0309	0.0	0.0	0.0	0.0
G80299	0.0	0.29704	0.0	0.0	0.026719999999999997	0.0	0.54708	10.89286	0.0	0.0	0.36744	1.53481	3.02867	0.03594	0.7995399999999999	0.0	0.0	0.30892	0.00123	0.0	7.61607	0.9199700000000001	0.09523	0.0	0.0	0.0	0.37445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80304	0.0	0.2836	6.947960000000001	0.0	8.15916	0.0	0.0	17.34171	0.0	0.0	0.0	0.02998	4.32405	0.02375	0.85546	0.0	0.12818	0.21249	1.64063	1.0521399999999999	3.2119400000000002	1.11368	0.0	0.0	0.50652	0.0	0.10051	0.0	0.0	0.0	0.0	0.0	1.20928	0.0	0.0	0.028789999999999996	0.22271	0.0	0.0	0.0
G80357	0.0	0.31647	2.05605	1.6957900000000001	1.7679200000000002	0.0	0.0	1.3901	0.0	0.0	0.1402	1.59805	8.07599	0.24929	0.84583	20.87961	0.60425	0.30209	9.60347	0.46534	5.98539	4.27391	0.0	5.01083	0.0	0.0	0.10662	0.02481	0.0	0.0	0.0	0.0	11.98752	0.0	0.0	0.008759999999999999	0.0	0.0	0.0	0.0
G69152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22544	2.2765299999999997	0.02311	2.35839	3.178	0.0	1.29629	0.0	0.5942	0.13667	0.04367	0.0	0.0	1.89028	1.9074099999999998	0.0	0.0	0.0	21.52818	0.0	0.10622999999999999	0.0035600000000000002	0.023030000000000002	0.0	9.456	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78594	0.0	3.84376	0.0	0.0	0.0	0.0	4.62121	0.0	0.0	0.7507699999999999	0.1164	0.14787999999999998	13.281979999999999	0.008029999999999999	0.42746999999999996	0.01505	0.27321	0.061279999999999994	8.96045	1.089	11.84194	3.3438	0.00725	0.0	1.51604	0.0	1.9018700000000002	0.0	0.0	0.0	0.0	0.0	1.24183	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0585	1.38294	0.061989999999999996	5.43905	0.0	0.0	1.2078799999999998	0.0	0.29208	0.06456	0.10235	0.0	0.004070000000000001	0.0925	0.43355	0.0	0.0	0.0	7.11075	0.0	0.16205999999999998	0.0	0.03986	0.0	13.333060000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00454	2.5636799999999997	0.08576	1.9937200000000002	0.0	0.0	4.72601	0.0	0.0	1.42432	0.0	0.0	0.0	0.62968	0.28241	0.0	0.0	0.0	0.9313799999999999	0.0	1.54329	0.14802	0.54905	0.0	0.0	0.0	0.0	0.0	0.08538	0.0	0.0	0.0
G69170	0.0	1.0975	0.0	0.0	0.0	0.0	0.40371999999999997	0.0	0.0	0.13158	0.03671	0.1405	3.67541	0.04278	0.7796	0.0	0.31831	0.04703	0.81521	0.1681	3.4823699999999995	6.0205	0.07944	0.0	2.61308	0.0	0.6188100000000001	0.0	0.0	0.0	0.0	0.0	1.24003	0.0	0.0	0.01143	0.06928	0.0	0.0	0.0
